index,file_path,file_id,consent_form_type,document_name,institution_source,document_type,completion_status,consent_type,purpose,target_population,notes,form_titles,primary_collector,collection_date,retrieval_source,retrieval_source_type,pdf_file_link,text_file_link
261,../data/research_forms//AssentDocumentTemplate (1).txt,1261,research,AssentDocumentTemplate (1),The University of Utah,Annotated Template,Complete,Assent,Unknown,Pediatric,,Assent to Participate in a Research Study,ms,,,,,
262,../data/research_forms//Vanderbilt_consent_to_treat_form_public.txt,1262,research,Vanderbilt_consent_to_treat_form_public,,,,,,,,,ms,,,,,
263,../data/research_forms//CRC_Template_Dec_2013.txt,1263,research,CRC_Template_Dec_2013,Boston University Charles River Campus,Annotated Template,Partial,Broad Consent,Biospecimen collection / Clinical Research,Adult,,Consent form,ms,,,,,
264,../data/research_forms//wirb-consent-form-template.txt,1264,research,wirb-consent-form-template,University of Colorado_Denver,Annotated Template,Complete,Tiered Consent / Assent,"Biobanking, Genetic Studies, Clinical Trials",Adult / Pediatric,Assent for children ages 13-18; children 7-12 should sign a separate assent form; for children 0-7 parents are consented using this form,Research Subject Informed Consent and HIPAA Authorization Form,ms,,,,,
265,../data/research_forms//consent-with-hippa- ophs- changes-110209.txt,1265,research,consent-with-hippa- ophs- changes-110209,Children's National Medical Center,Annotated Template,Complete,Broad Consent / Assent,"Biobanking, Genetic Studies, Clinical Trials",Adult / Pediatric,"Children 7 years and older should sign a similar, shorter form.",Consent to Participate In A Clinical Research Study And Authorization to Use Protected Health Information,ms,,,,,
265,../data/research_forms//consent-with-hippa- ophs- changes-110209.txt,1265,research,consent-with-hippa- ophs- changes-110209,Columbia University,Example Document,Complete,Broad Consent / Checklist,Genetic Studies,Adult,,Informed consent for Columbia Combined Genetic Panel (CCGP) for Adults,ms,,,,,
266,../data/research_forms//informed-consent-wirb.txt,1266,research,informed-consent-wirb,University of California_Irvine,Annotated Template,Complete,Blanket Consent,"Biobanking, Genetic Studies, Clinical Trials",Adult / Pediatric,,Research Subject Information and Consent Form,ms,,,,,
267,../data/research_forms//ConsentFormExample texas.txt,1267,research,ConsentFormExample texas,Texas Cancer Research Biobank,Annotated Template,Complete,Assent,"Biobanking, Genetic",Adult,,Annotated Consent Document for the Texas Cancer Research Biobank,ms,,,,,
268,../data/research_forms//HRP-500 - TEMPLATE Consent Biomed_Clean_16DEC16 (1).txt,1268,research,HRP-500 - TEMPLATE Consent Biomed_Clean_16DEC16 (1),The George Washington University,Annotated Template,Complete,Broad Consent,"Biobanking, Genetic Studies, Clinical Trials",Adult,,Informed Consent for Participation in a Research Study,ms,,,,,
269,../data/research_forms//ICFparentalConsent-qualitative.txt,1269,research,ICFparentalConsent-qualitative,,,,,,,,,ms,,,,,
270,../data/research_forms//6.3.1.1_TCGA.Model.InformedConsent.Form.Prospective_Nov2011_508.txt,1270,research,6.3.1.1_TCGA.Model.InformedConsent.Form.Prospective_Nov2011_508,The Cancer Genome Atlas,Example Document,Complete,Blanket Consent,"Biobanking, Genetic",Adult,,The TCGA Suggested Informed Consent Language for Prospective Collections 2011,ms,,,,,
271,../data/research_forms//assent-form-template.txt,1271,research,assent-form-template,Dartmouth College,Annotated Template,Complete,Assent,Unknown,Pediatric,,Assent to Participate in Research,ms,,,,,
272,../data/research_forms//AssentNTx10204.txt,1272,research,AssentNTx10204,University of Wisconsin,Annotated Template,Partial,Assent,Unknown / Biospecimen collection,Pediatric,,Assent Template for Studies Involving Children that Do Not Have a Therapeutic Intent,ms,,,,,
273,../data/research_forms//TAMU - Subjects PHI Authorization Form.txt,1273,research,TAMU - Subjects PHI Authorization Form,,,,,,,,,ms,,,,,
274,../data/research_forms//SuS-ICS-IRB-Approved-Consent-Form.txt,1274,research,SuS-ICS-IRB-Approved-Consent-Form,Cleveland Clinic,Example Document,Complete,Blanket Consent,"Biobanking, Observational",Adult,,Consent to participate in a research study,ms,,,,,
275,../data/research_forms//SUSampCons_CA_privacy.txt,1275,research,SUSampCons_CA_privacy,Stanford University,Annotated Template,Complete,Broad Consent / Assent,"Biobanking, Genetic Studies, Clinical Trials",Adult / Pediatric,,Stanford Consent Form Template with HIPAA,ms,,,,,
276,../data/research_forms//consent-gtmr.txt,1276,research,consent-gtmr,Albert Einstein College of Medicine,Annotated Template,Complete,Checklist,Biobanking,Adult,,Greater than Minimal Risk Template,ms,,,,,
277,../data/research_forms//IRB med template.txt,1277,research,IRB med template,University of Michigan,Annotated Template,Complete,Broad Consent/Assent,"Genetic Studies, Clinical Trial",Adult / Pediatric,,Consent to be Part of a Research Study,ms,,,,,
278,../data/research_forms//GU-consent-2013.txt,1278,research,GU-consent-2013,,,,,,,,,ms,,,,,
279,../data/research_forms//Consent-and-Authorization-Forms-Non-Clinical-7-3-2014.txt,1279,research,Consent-and-Authorization-Forms-Non-Clinical-7-3-2014,,,,,,,,,ms,,,,,
280,../data/research_forms//SampCons_TEM02C07.txt,1280,research,SampCons_TEM02C07,,,,,,,,,ms,,,,,
281,../data/research_forms//BUMC-WIRB-ICF-Template (1).txt,1281,research,BUMC-WIRB-ICF-Template (1),Boston Medical Center,Annotated Template,Complete,Assent*,Clinical Trial,Adult,,Research Subject Information and Consent Form,ms,,,,,
282,../data/research_forms//HRP-583-TEMPLATE-Assent-Form.txt,1282,research,HRP-583-TEMPLATE-Assent-Form,University of Minnesota,Annotated Template,Partial,Assent,Unknown,Pediatric,,Assent to Participate in Research,ms,,,,,
283,../data/research_forms//CF-Template_Biomed_Assent1317YrOld.txt,1283,research,CF-Template_Biomed_Assent1317YrOld,University of California at Berkeley,Annotated Template,Complete,Assent,Unknown,Pediatric,13-17 year olds,Assent to Participate in a Research Study,ms,,,,,
284,../data/research_forms//SCAN Informed Consent - 3.10.2013.txt,1284,research,SCAN Informed Consent - 3.10.2013,South Carolina Medical University,Example Document,Complete,Blanket Consent,Biobanking,Adult,,Bioactive Sphingolipids in circulating exosomes in relation to the NMSC cancer-prone phenotype -SCAN study,ms,,,,,
0,../data/clinical_forms//Potomac Primary Care_flu-consent-form.txt,1285,clinical,Potomac Primary Care_flu-consent-form,,,,,,,,,eu,,,,,
1,../data/clinical_forms//OSU_Scheduled_Delivery_Consent.txt,1286,clinical,OSU_Scheduled_Delivery_Consent,,,,,,,,,eu,,,,,
2,../data/clinical_forms//Cambridge_Consent_endodontics2.txt,1287,clinical,Cambridge_Consent_endodontics2,,,,,,,,,eu,,,,,
3,../data/clinical_forms//Northwest_Missouri_State_University_Vaccination_Co.txt,1288,clinical,Northwest_Missouri_State_University_Vaccination_Co,,,,,,,,,eu,,,,,
4,../data/clinical_forms//UIowa_Patient-Treatment-Consent-Agreement.txt,1289,clinical,UIowa_Patient-Treatment-Consent-Agreement,,,,,,,,,eu,,,,,
5,../data/clinical_forms//Durango_Extraction-Consent.txt,1290,clinical,Durango_Extraction-Consent,,,,,,,,,eu,,,,,
6,../data/clinical_forms//DHHS_TANSANIA_HPV_Consent.txt,1291,clinical,DHHS_TANSANIA_HPV_Consent,,,,,,,,,eu,,,,,
7,../data/clinical_forms//National Network for Oral Health Access_Discussion-and-Refussal-of-Treamtent-English.txt,1292,clinical,National Network for Oral Health Access_Discussion-and-Refussal-of-Treamtent-English,,,,,,,,,eu,,,,,
8,../data/clinical_forms//Cambridge_Consent_oralsurgery1.txt,1293,clinical,Cambridge_Consent_oralsurgery1,,,,,,,,,eu,,,,,
9,../data/clinical_forms//University_of_California_San_Francisco_Immunizatio.txt,1294,clinical,University_of_California_San_Francisco_Immunizatio,,,,,,,,,eu,,,,,
10,../data/clinical_forms//Cambridge_Consent_bisconsentform06.txt,1295,clinical,Cambridge_Consent_bisconsentform06,,,,,,,,,eu,,,,,
11,../data/clinical_forms//The American College of Surgeons_Lap Choly-Comprehensive Form.txt,1296,clinical,The American College of Surgeons_Lap Choly-Comprehensive Form,,,,,,,,,eu,,,,,
12,../data/clinical_forms//University of Nebraska_consent-hereditarycancer.txt,1297,clinical,University of Nebraska_consent-hereditarycancer,,,,,,,,,eu,,,,,
13,../data/clinical_forms//Sunrise_Oral+Conscious+Sedation+Consent.txt,1298,clinical,Sunrise_Oral+Conscious+Sedation+Consent,,,,,,,,,eu,,,,,
14,../data/clinical_forms//Copy of SA Pathology_Genomic-Testing-Form-PUB-0490-v2.txt,1299,clinical,Copy of SA Pathology_Genomic-Testing-Form-PUB-0490-v2,,,,,,,,,eu,,,,,
15,../data/clinical_forms//Alliance Medical_MRI Patient Safety Consent form.txt,1300,clinical,Alliance Medical_MRI Patient Safety Consent form,,,,,,,,,eu,,,,,
16,../data/clinical_forms//Immunize_LA_gardasil_hpv_consent_and_information.txt,1301,clinical,Immunize_LA_gardasil_hpv_consent_and_information,,,,,,,,,eu,,,,,
17,../data/clinical_forms//Vitalis_natropath_consent_to_treat.txt,1302,clinical,Vitalis_natropath_consent_to_treat,,,,,,,,,eu,,,,,
18,../data/clinical_forms//Scott and White Healthcare_Arterial Line Consent.txt,1303,clinical,Scott and White Healthcare_Arterial Line Consent,,,,,,,,,eu,,,,,
19,../data/clinical_forms//Health Village Imaging_MRI Consent From.txt,1304,clinical,Health Village Imaging_MRI Consent From,,,,,,,,,eu,,,,,
20,../data/clinical_forms//BROOKLYNPERIODONTICS_Consent for Consult.txt,1305,clinical,BROOKLYNPERIODONTICS_Consent for Consult,,,,,,,,,eu,,,,,
21,../data/clinical_forms//Dentistry for Children _ Adolescents_ParentLegalGuardianConsentForm20180220.txt,1306,clinical,Dentistry for Children _ Adolescents_ParentLegalGuardianConsentForm20180220,,,,,,,,,eu,,,,,
22,../data/clinical_forms//The American College of Surgeons_CVC Catheter-Consent Only.txt,1307,clinical,The American College of Surgeons_CVC Catheter-Consent Only,,,,,,,,,eu,,,,,
23,../data/clinical_forms//Ministry of Health Labor and Welfare_JAPAN_Consent for MRI.txt,1308,clinical,Ministry of Health Labor and Welfare_JAPAN_Consent for MRI,,,,,,,,,eu,,,,,
24,../data/clinical_forms//Schwieterman Pharmacies_consent-form-hpv-gardasil-9-2015_1.txt,1309,clinical,Schwieterman Pharmacies_consent-form-hpv-gardasil-9-2015_1,,,,,,,,,eu,,,,,
25,../data/clinical_forms//Cambridge_Consent_Crown_Lengthening_Surgery.txt,1310,clinical,Cambridge_Consent_Crown_Lengthening_Surgery,,,,,,,,,eu,,,,,
26,../data/clinical_forms//National Network for Oral Health Access__Endodontic-Consent-Form.txt,1311,clinical,National Network for Oral Health Access__Endodontic-Consent-Form,,,,,,,,,eu,,,,,
27,../data/clinical_forms//Viginia_Department_of_Health_FluVac16.txt,1312,clinical,Viginia_Department_of_Health_FluVac16,,,,,,,,,eu,,,,,
28,../data/clinical_forms//New York City Health and Hospitals Corporation_ConsentForm-PedsArterialLine.txt,1313,clinical,New York City Health and Hospitals Corporation_ConsentForm-PedsArterialLine,,,,,,,,,eu,,,,,
29,../data/clinical_forms//THE VALLEY HOSPITAL_Surgical Consent Form.txt,1314,clinical,THE VALLEY HOSPITAL_Surgical Consent Form,,,,,,,,,eu,,,,,
30,../data/clinical_forms//EpicVascular_InformedConsent.txt,1315,clinical,EpicVascular_InformedConsent,,,,,,,,,eu,,,,,
31,../data/clinical_forms//Tischler_ConsentForExtraction.txt,1316,clinical,Tischler_ConsentForExtraction,,,,,,,,,eu,,,,,
32,../data/clinical_forms//Cambridge_Consent_crownandbridge.txt,1317,clinical,Cambridge_Consent_crownandbridge,,,,,,,,,eu,,,,,
33,../data/clinical_forms//Copy of Reboot Center_Consent-Form.txt,1318,clinical,Copy of Reboot Center_Consent-Form,,,,,,,,,eu,,,,,
34,../data/clinical_forms//St. Josephs_General Consent Form - English (2).txt,1319,clinical,St. Josephs_General Consent Form - English (2),,,,,,,,,eu,,,,,
35,../data/clinical_forms//Tischler_Periodontal_Tx_SCRP.txt,1320,clinical,Tischler_Periodontal_Tx_SCRP,,,,,,,,,eu,,,,,
36,../data/clinical_forms//National Network for Oral Health Access_Consent-for-Safety-Steps.txt,1321,clinical,National Network for Oral Health Access_Consent-for-Safety-Steps,,,,,,,,,eu,,,,,
37,../data/clinical_forms//JFK_Medical_Center_Consent-for-Open-Heart-Surgery.txt,1322,clinical,JFK_Medical_Center_Consent-for-Open-Heart-Surgery,,,,,,,,,eu,,,,,
38,../data/clinical_forms//GenericConsent_ProcedureAndOptionalTissueResearch_All-diagrams_Redacted.txt,1323,clinical,GenericConsent_ProcedureAndOptionalTissueResearch_All-diagrams_Redacted,,,,,,,,,eu,,,,,
39,../data/clinical_forms//Immunize LA_gardasil hpv consent and information.txt,1324,clinical,Immunize LA_gardasil hpv consent and information,,,,,,,,,eu,,,,,
40,../data/clinical_forms//PeachTree_Consent For OS Using IV Sed-Gen Anesth.txt,1325,clinical,PeachTree_Consent For OS Using IV Sed-Gen Anesth,,,,,,,,,eu,,,,,
41,../data/clinical_forms//Cambridge_Consent_endodontics3.txt,1326,clinical,Cambridge_Consent_endodontics3,,,,,,,,,eu,,,,,
42,../data/clinical_forms//New York City Health and Hospitals Corporation_ThoracentesisConsentKCH.txt,1327,clinical,New York City Health and Hospitals Corporation_ThoracentesisConsentKCH,,,,,,,,,eu,,,,,
43,../data/clinical_forms//University_of_Washington_Induction-Of-Labor-Consen.txt,1328,clinical,University_of_Washington_Induction-Of-Labor-Consen,,,,,,,,,eu,,,,,
44,../data/clinical_forms//Trident_consent-to-perform-dentistry.txt,1329,clinical,Trident_consent-to-perform-dentistry,,,,,,,,,eu,,,,,
45,../data/clinical_forms//Catawba Valley_Induction Consent.txt,1330,clinical,Catawba Valley_Induction Consent,,,,,,,,,eu,,,,,
46,../data/clinical_forms//Cambridge_Consent_endodontics1.txt,1331,clinical,Cambridge_Consent_endodontics1,,,,,,,,,eu,,,,,
47,../data/clinical_forms//Halifax Health_surgicalconsent with blood.txt,1332,clinical,Halifax Health_surgicalconsent with blood,,,,,,,,,eu,,,,,
48,../data/clinical_forms//National Jewish Health_Informed-Consent-for-Genetic-Testing.txt,1333,clinical,National Jewish Health_Informed-Consent-for-Genetic-Testing,,,,,,,,,eu,,,,,
49,../data/clinical_forms//University_of_Colorado_Health_Informed-Consent-for.txt,1334,clinical,University_of_Colorado_Health_Informed-Consent-for,,,,,,,,,eu,,,,,
50,../data/clinical_forms//Ministry of Health Labor and Welfare_JAPAN_Blood Transfusion.txt,1335,clinical,Ministry of Health Labor and Welfare_JAPAN_Blood Transfusion,,,,,,,,,eu,,,,,
51,../data/clinical_forms//Copy of OrthopaedicSurgeryProcedureWithPhotoConsent_Redacted.txt,1336,clinical,Copy of OrthopaedicSurgeryProcedureWithPhotoConsent_Redacted,,,,,,,,,eu,,,,,
52,../data/clinical_forms//Health Images_MRI-Consent-Form.txt,1337,clinical,Health Images_MRI-Consent-Form,,,,,,,,,eu,,,,,
53,../data/clinical_forms//Cambridge_Consent_oralsurgery2.txt,1338,clinical,Cambridge_Consent_oralsurgery2,,,,,,,,,eu,,,,,
54,../data/clinical_forms//They_Physician_Network_Varicella_Immunization_Cons.txt,1339,clinical,They_Physician_Network_Varicella_Immunization_Cons,,,,,,,,,eu,,,,,
55,../data/clinical_forms//Highland Hospital_Device Implant Consent.txt,1340,clinical,Highland Hospital_Device Implant Consent,,,,,,,,,eu,,,,,
56,../data/clinical_forms//ScoliosisCorrection_Redacted.txt,1341,clinical,ScoliosisCorrection_Redacted,,,,,,,,,eu,,,,,
57,../data/clinical_forms//GenericConsent_ProcedureOnly_All-diagrams_Redacted.txt,1342,clinical,GenericConsent_ProcedureOnly_All-diagrams_Redacted,,,,,,,,,eu,,,,,
58,../data/clinical_forms//Rite Aid_Vaccine Screening and Consent Form.txt,1343,clinical,Rite Aid_Vaccine Screening and Consent Form,,,,,,,,,eu,,,,,
59,../data/clinical_forms//OxfordCounty_HPV_Vaccine_Consent_Form.txt,1344,clinical,OxfordCounty_HPV_Vaccine_Consent_Form,,,,,,,,,eu,,,,,
60,../data/clinical_forms//Sunrise_exam+consent.txt,1345,clinical,Sunrise_exam+consent,,,,,,,,,eu,,,,,
61,../data/clinical_forms//Illinois_Parental Consent Dental.txt,1346,clinical,Illinois_Parental Consent Dental,,,,,,,,,eu,,,,,
62,../data/clinical_forms//Murray Hill_MRI Patient Questionnaire.txt,1347,clinical,Murray Hill_MRI Patient Questionnaire,,,,,,,,,eu,,,,,
63,../data/clinical_forms//_RESTRICTION_Copy of Emory Genetics Laboratory_molecular-testing-consent-form.txt,1348,clinical,_RESTRICTION_Copy of Emory Genetics Laboratory_molecular-testing-consent-form,,,,,,,,,eu,,,,,
64,../data/clinical_forms//Standford Hospital and Clinics_consentfortransfusion-nonsurgical.txt,1349,clinical,Standford Hospital and Clinics_consentfortransfusion-nonsurgical,,,,,,,,,eu,,,,,
65,../data/clinical_forms//NZBLOOD_NEW ZEALAND_Consent-for-Use-of-Blood-Products.txt,1350,clinical,NZBLOOD_NEW ZEALAND_Consent-for-Use-of-Blood-Products,,,,,,,,,eu,,,,,
66,../data/clinical_forms//Providence HC_Consent for Transfusion of Blood and or Blood Products.txt,1351,clinical,Providence HC_Consent for Transfusion of Blood and or Blood Products,,,,,,,,,eu,,,,,
67,../data/clinical_forms//IUD(IntrauterineDevice)Insertion_Redacted.txt,1352,clinical,IUD(IntrauterineDevice)Insertion_Redacted,,,,,,,,,eu,,,,,
68,../data/clinical_forms//HallifaxHealth_Consent.txt,1353,clinical,HallifaxHealth_Consent,,,,,,,,,eu,,,,,
69,../data/clinical_forms//NHS_United Kingdom_HPV Vaccine Consent Form (1).txt,1354,clinical,NHS_United Kingdom_HPV Vaccine Consent Form (1),,,,,,,,,eu,,,,,
70,../data/clinical_forms//Kent Community Health_Childhood-flu-consent-form-2017-18.txt,1355,clinical,Kent Community Health_Childhood-flu-consent-form-2017-18,,,,,,,,,eu,,,,,
71,../data/clinical_forms//Copy of INOVA HEALTH SYSTEM_Surgery with Blood Consent.txt,1356,clinical,Copy of INOVA HEALTH SYSTEM_Surgery with Blood Consent,,,,,,,,,eu,,,,,
72,../data/clinical_forms//ViaCord_Genetic Testing Courtesty Consent.txt,1357,clinical,ViaCord_Genetic Testing Courtesty Consent,,,,,,,,,eu,,,,,
73,../data/clinical_forms//Kings Daughters Medical Center Clinic_6th grade physicals vaccine consent.txt,1358,clinical,Kings Daughters Medical Center Clinic_6th grade physicals vaccine consent,,,,,,,,,eu,,,,,
74,../data/clinical_forms//pediatric_CCGP_consent.txt,1359,clinical,pediatric_CCGP_consent,Columbia University,Example Document,Complete,Assent / Checklist,Genetic Studies,Pediatric,,Informed consent for Columbia Combined Genetic Panel for Children,eu,,,,,
75,../data/clinical_forms//Cambridge_Consent_oralsurgery3.txt,1360,clinical,Cambridge_Consent_oralsurgery3,,,,,,,,,eu,,,,,
76,../data/clinical_forms//New York City Health and Hospitals Corporation_ConsentForm-CentralVenousCatheter.txt,1361,clinical,New York City Health and Hospitals Corporation_ConsentForm-CentralVenousCatheter,,,,,,,,,eu,,,,,
77,../data/clinical_forms//Seattle_Health_acupuncture_consent_form.txt,1362,clinical,Seattle_Health_acupuncture_consent_form,,,,,,,,,eu,,,,,
78,../data/clinical_forms//Copy of NHS_United Kingdom_Investigation or Treatment.txt,1363,clinical,Copy of NHS_United Kingdom_Investigation or Treatment,,,,,,,,,eu,,,,,
79,../data/clinical_forms//RCMelbourne_Procedural Consent Form_April 2016 Final.txt,1364,clinical,RCMelbourne_Procedural Consent Form_April 2016 Final,,,,,,,,,eu,,,,,
80,../data/clinical_forms//_RESTRICTION_Copy of Invitae_ Genetic Testing Patient-Consent.txt,1365,clinical,_RESTRICTION_Copy of Invitae_ Genetic Testing Patient-Consent,,,,,,,,,eu,,,,,
81,../data/clinical_forms//Radnet_MRI-History-Consent.txt,1366,clinical,Radnet_MRI-History-Consent,,,,,,,,,eu,,,,,
82,../data/clinical_forms//States of Guernsey_HPV consent.txt,1367,clinical,States of Guernsey_HPV consent,,,,,,,,,eu,,,,,
83,../data/clinical_forms//TopPICC_consent+form2.txt,1368,clinical,TopPICC_consent+form2,,,,,,,,,eu,,,,,
84,../data/clinical_forms//Cambridge_Consent_endodontics4.txt,1369,clinical,Cambridge_Consent_endodontics4,,,,,,,,,eu,,,,,
85,../data/clinical_forms//Pediatric Dental of Idaho_consentform.txt,1370,clinical,Pediatric Dental of Idaho_consentform,,,,,,,,,eu,,,,,
86,../data/clinical_forms//Copy of University of Nebraska_consent-hereditarycancer.txt,1371,clinical,Copy of University of Nebraska_consent-hereditarycancer,,,,,,,,,eu,,,,,
87,../data/clinical_forms//Cedars Sinai_MRI-Pregnancy-Consent.txt,1372,clinical,Cedars Sinai_MRI-Pregnancy-Consent,,,,,,,,,eu,,,,,
88,../data/clinical_forms//Stanford_immunization_consent_form.txt,1373,clinical,Stanford_immunization_consent_form,,,,,,,,,eu,,,,,
89,../data/clinical_forms//Catawba_Valley_Induction_Consent.txt,1374,clinical,Catawba_Valley_Induction_Consent,,,,,,,,,eu,,,,,
90,../data/clinical_forms//KINGS_COUNTY_HOSPITAL_CENTER_DNRConsentPolicyKCH.txt,1375,clinical,KINGS_COUNTY_HOSPITAL_CENTER_DNRConsentPolicyKCH,,,,,,,,,eu,,,,,
91,../data/clinical_forms//Cambridge_Consent_oralsurgery7.txt,1376,clinical,Cambridge_Consent_oralsurgery7,,,,,,,,,eu,,,,,
92,../data/clinical_forms//National Network for Oral Health Access_Patient-Management-Techniques-English.txt,1377,clinical,National Network for Oral Health Access_Patient-Management-Techniques-English,,,,,,,,,eu,,,,,
93,../data/clinical_forms//Tischler_FixedProsthodontocsTx.txt,1378,clinical,Tischler_FixedProsthodontocsTx,,,,,,,,,eu,,,,,
94,../data/clinical_forms//National Network for Oral Health Access_Child-Photo-or-Video-Release-Consent-Form-ENGLISHSPANISH.txt,1379,clinical,National Network for Oral Health Access_Child-Photo-or-Video-Release-Consent-Form-ENGLISHSPANISH,,,,,,,,,eu,,,,,
95,../data/clinical_forms//Cambridge_Consent_dentures1.txt,1380,clinical,Cambridge_Consent_dentures1,,,,,,,,,eu,,,,,
96,../data/clinical_forms//National Network for Oral Health Access_Consent-SDF-SFDPH-Eng.txt,1381,clinical,National Network for Oral Health Access_Consent-SDF-SFDPH-Eng,,,,,,,,,eu,,,,,
97,../data/clinical_forms//BROOKLYNPERIODONTICS_Consent for surgicalconsent.txt,1382,clinical,BROOKLYNPERIODONTICS_Consent for surgicalconsent,,,,,,,,,eu,,,,,
98,../data/clinical_forms//Beacon_Implant-Consent.txt,1383,clinical,Beacon_Implant-Consent,,,,,,,,,eu,,,,,
99,../data/clinical_forms//Cambridge_Consent_oralsurgery6.txt,1384,clinical,Cambridge_Consent_oralsurgery6,,,,,,,,,eu,,,,,
100,../data/clinical_forms//Queensland_AUSTRALIA_Immunization_Consent_Form_HPV_001.txt,1385,clinical,Queensland_AUSTRALIA_Immunization_Consent_Form_HPV_001,,,,,,,,,eu,,,,,
101,../data/clinical_forms//CHC_Admission Consent Form 01.16.17.txt,1386,clinical,CHC_Admission Consent Form 01.16.17,,,,,,,,,eu,,,,,
102,../data/clinical_forms//HallifaxHealth_Consent (1).txt,1387,clinical,HallifaxHealth_Consent (1),,,,,,,,,eu,,,,,
103,../data/clinical_forms//Cambridge_Consent_endodontics5.txt,1388,clinical,Cambridge_Consent_endodontics5,,,,,,,,,eu,,,,,
104,../data/clinical_forms//Cambridge_Consent bonegraft.txt,1389,clinical,Cambridge_Consent bonegraft,,,,,,,,,eu,,,,,
105,../data/clinical_forms//Molecular Imaging_MRI_Consent.txt,1390,clinical,Molecular Imaging_MRI_Consent,,,,,,,,,eu,,,,,
106,../data/clinical_forms//The_American_College_of_Surgeons_Lap_Choly-Compreh.txt,1391,clinical,The_American_College_of_Surgeons_Lap_Choly-Compreh,,,,,,,,,eu,,,,,
107,../data/clinical_forms//National Network for Oral Health Access_Adult-Photo-or-Video-Release-Consent-Form-ENGLISHSPANISH.txt,1392,clinical,National Network for Oral Health Access_Adult-Photo-or-Video-Release-Consent-Form-ENGLISHSPANISH,,,,,,,,,eu,,,,,
108,../data/clinical_forms//Copy of St. Josephs_General Consent Form - English.txt,1393,clinical,Copy of St. Josephs_General Consent Form - English,,,,,,,,,eu,,,,,
109,../data/clinical_forms//Cambridge_Consent_endodontics7.txt,1394,clinical,Cambridge_Consent_endodontics7,,,,,,,,,eu,,,,,
110,../data/clinical_forms//_PHOTO RESEARCH_Copy of UMinnesota_cleft-and-craniofacial-clinics-consent-form.txt,1395,clinical,_PHOTO RESEARCH_Copy of UMinnesota_cleft-and-craniofacial-clinics-consent-form,,,,,,,,,eu,,,,,
111,../data/clinical_forms//Cambridge_Consent_oralsurgery4.txt,1396,clinical,Cambridge_Consent_oralsurgery4,,,,,,,,,eu,,,,,
112,../data/clinical_forms//Cornman_PatientConsentForm.txt,1397,clinical,Cornman_PatientConsentForm,,,,,,,,,eu,,,,,
113,../data/clinical_forms//Copy of University of Alabama at Burmingham_ Genetic testing INFORMED-CONSENT-20180221.txt,1398,clinical,Copy of University of Alabama at Burmingham_ Genetic testing INFORMED-CONSENT-20180221,,,,,,,,,eu,,,,,
114,../data/clinical_forms//Regional Blood Service_GHANA_ Blood Consent-Form.txt,1399,clinical,Regional Blood Service_GHANA_ Blood Consent-Form,,,,,,,,,eu,,,,,
115,../data/clinical_forms//Kansas_Immunization_Program_Vaccine_Documenation_C.txt,1400,clinical,Kansas_Immunization_Program_Vaccine_Documenation_C,,,,,,,,,eu,,,,,
116,../data/clinical_forms//Richland_General Dentistry Consent.txt,1401,clinical,Richland_General Dentistry Consent,,,,,,,,,eu,,,,,
117,../data/clinical_forms//VAP-PICC-Consent-Form.txt,1402,clinical,VAP-PICC-Consent-Form,,,,,,,,,eu,,,,,
118,../data/clinical_forms//Cambridge_Consent_photographs.txt,1403,clinical,Cambridge_Consent_photographs,,,,,,,,,eu,,,,,
119,../data/clinical_forms//Cambridge_Consent_dentures2.txt,1404,clinical,Cambridge_Consent_dentures2,,,,,,,,,eu,,,,,
120,../data/clinical_forms//The_American_College_of_Surgeons_Chest_Tube-Pre_an.txt,1405,clinical,The_American_College_of_Surgeons_Chest_Tube-Pre_an,,,,,,,,,eu,,,,,
121,../data/clinical_forms//Cambridge_Consent_biopsy.txt,1406,clinical,Cambridge_Consent_biopsy,,,,,,,,,eu,,,,,
122,../data/clinical_forms//UPMC_consent-to-blood.txt,1407,clinical,UPMC_consent-to-blood,,,,,,,,,eu,,,,,
123,../data/clinical_forms//Cambridge_Consent general3.txt,1408,clinical,Cambridge_Consent general3,,,,,,,,,eu,,,,,
124,../data/clinical_forms//University of Alabama at Burmingham_ Genetic testing INFORMED-CONSENT-20180221.txt,1409,clinical,University of Alabama at Burmingham_ Genetic testing INFORMED-CONSENT-20180221,,,,,,,,,eu,,,,,
125,../data/clinical_forms//_PHOTO RESEARCH_Copy of Triangle_Form-Request and Consent for Dental Treatment_ENGLISH.txt,1410,clinical,_PHOTO RESEARCH_Copy of Triangle_Form-Request and Consent for Dental Treatment_ENGLISH,,,,,,,,,eu,,,,,
126,../data/clinical_forms//Artistic Dentistry_Restorative-informed-consent.txt,1411,clinical,Artistic Dentistry_Restorative-informed-consent,,,,,,,,,eu,,,,,
127,../data/clinical_forms//Cambridge_Consent_endodontics6.txt,1412,clinical,Cambridge_Consent_endodontics6,,,,,,,,,eu,,,,,
128,../data/clinical_forms//Potomac_Primary_Care_flu-consent-form.txt,1413,clinical,Potomac_Primary_Care_flu-consent-form,,,,,,,,,eu,,,,,
129,../data/clinical_forms//Copy of YALE NEW HAVEN HEALTH_Consent for Operation or Special Procedure.txt,1414,clinical,Copy of YALE NEW HAVEN HEALTH_Consent for Operation or Special Procedure,,,,,,,,,eu,,,,,
